var1,var2,correlation,p_value,significance
transactional.parent.nurturing_NP.score,kolb.concrete_experience.score,0.14948003362193435,1.0475210091070687e-5,***
metaphor.coherentie.score,narrative.coherentie.score,0.14942658870760478,1.0552524980476083e-5,***
narrative.coherentie.score,metaphor.coherentie.score,0.14942658870760478,1.0552524980476083e-5,***
aesthetics.dramaturgy.b3_openness_vs_closedness.score,dekker.1_specific_bible_passage.score,0.14915898865987864,1.0947893192980068e-5,***
dekker.1_specific_bible_passage.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.14915898865987864,1.0947893192980068e-5,***
aesthetics.dramaturgy.b1_narrative_arc.score,dekker.6_two_ways_seriousness_of_choice.score,0.1484846816997892,1.200772556561277e-5,***
dekker.6_two_ways_seriousness_of_choice.score,aesthetics.dramaturgy.b1_narrative_arc.score,0.1484846816997892,1.200772556561277e-5,***
aristoteles.pathos.score,dekker.5_three_parts_misery_redemption_gratitude.score,0.1482076652164948,1.2470857487860593e-5,***
dekker.5_three_parts_misery_redemption_gratitude.score,aristoteles.pathos.score,0.1482076652164948,1.2470857487860593e-5,***
kolb.integrality.cycle_completeness.score,schulz.appeal_aspect.score,0.1480072701883321,1.2816443387637087e-5,***
schulz.appeal_aspect.score,kolb.integrality.cycle_completeness.score,0.1480072701883321,1.2816443387637087e-5,***
dekker.1_specific_bible_passage.score,metaphor.coherentie.score,0.147975883413417,1.2871390018023336e-5,***
metaphor.coherentie.score,dekker.1_specific_bible_passage.score,0.147975883413417,1.2871390018023336e-5,***
aesthetics.dramaturgy.b1_narrative_arc.score,schulz.relational_aspect.score,0.14753495640356815,1.3667402933965727e-5,***
schulz.relational_aspect.score,aesthetics.dramaturgy.b1_narrative_arc.score,0.14753495640356815,1.3667402933965727e-5,***
aesthetics.dramaturgy.b1_narrative_arc.score,transactional.parent.nurturing_NP.score,0.14753276028924384,1.3671482496233241e-5,***
transactional.parent.nurturing_NP.score,aesthetics.dramaturgy.b1_narrative_arc.score,0.14753276028924384,1.3671482496233241e-5,***
metaphor.coherentie.score,transactional.child.free_FC.score,0.14705514624570587,1.4586799520804324e-5,***
transactional.child.free_FC.score,metaphor.coherentie.score,0.14705514624570587,1.4586799520804324e-5,***
dekker.3_application_concrete_contemporary.score,transactional.child.freedom_AC.score,0.1458536263115545,1.7154407795726456e-5,***
transactional.child.freedom_AC.score,dekker.3_application_concrete_contemporary.score,0.1458536263115545,1.7154407795726456e-5,***
aesthetics.dramaturgy.b1_narrative_arc.score,transactional.child.free_FC.score,0.14582881700690323,1.7211704081936818e-5,***
transactional.child.free_FC.score,aesthetics.dramaturgy.b1_narrative_arc.score,0.14582881700690323,1.7211704081936818e-5,***
kolb.active_experimentation.score,narrative.coherentie.score,-0.1455286274275695,1.791956830791229e-5,***
narrative.coherentie.score,kolb.active_experimentation.score,-0.1455286274275695,1.791956830791229e-5,***
aesthetics.dramaturgy.b2_integration_text_and_context.score,dekker.2_exegesis_original_context.score,0.14526978111549868,1.8552091569841473e-5,***
dekker.2_exegesis_original_context.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,0.14526978111549868,1.8552091569841473e-5,***
aesthetics.dramaturgy.b3_openness_vs_closedness.score,aristoteles.orthopraxy_ethos.score,0.14526860728671986,1.85550077430894e-5,***
aristoteles.orthopraxy_ethos.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.14526860728671986,1.85550077430894e-5,***
aristoteles.orthopraxy_ethos.score,kolb.reflective_observation.score,0.14382646071937982,2.2486795845213466e-05,***
kolb.reflective_observation.score,aristoteles.orthopraxy_ethos.score,0.14382646071937982,2.2486795845213466e-05,***
aristoteles.orthodoxy_logos.score,dekker.6_two_ways_seriousness_of_choice.score,0.14326206773148717,2.4231294138589786e-5,***
dekker.6_two_ways_seriousness_of_choice.score,aristoteles.orthodoxy_logos.score,0.14326206773148717,2.4231294138589786e-5,***
kolb.abstract_conceptualization.score,metaphor.coherentie.score,0.14270150587982822,2.6090667933378033e-5,***
metaphor.coherentie.score,kolb.abstract_conceptualization.score,0.14270150587982822,2.6090667933378033e-5,***
kolb.integrality.balance_between_phases.score,schulz.relational_aspect.score,0.14238311896204886,2.7206262178016724e-5,***
schulz.relational_aspect.score,kolb.integrality.balance_between_phases.score,0.14238311896204886,2.7206262178016724e-5,***
kolb.abstract_conceptualization.score,schulz.relational_aspect.score,-0.1419397124777862,2.883555885194248e-5,***
schulz.relational_aspect.score,kolb.abstract_conceptualization.score,-0.1419397124777862,2.883555885194248e-5,***
dekker.1_specific_bible_passage.score,kolb.active_experimentation.score,0.1416616519819042,2.9904080441080077e-5,***
kolb.active_experimentation.score,dekker.1_specific_bible_passage.score,0.1416616519819042,2.9904080441080077e-5,***
aesthetics.dramaturgy.b3_openness_vs_closedness.score,aesthetics.poetics.a3_musicality_and_rhythm.score,0.14150100555634373,3.053841757445153e-5,***
aesthetics.poetics.a3_musicality_and_rhythm.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.14150100555634373,3.053841757445153e-5,***
kolb.integrality.holistic_learning.score,transactional.adult.score,0.14115745220608522,3.1938090921184825e-5,***
transactional.adult.score,kolb.integrality.holistic_learning.score,0.14115745220608522,3.1938090921184825e-5,***
dekker.6_two_ways_seriousness_of_choice.score,kolb.active_experimentation.score,0.1410798266938081,3.2262666076205215e-5,***
kolb.active_experimentation.score,dekker.6_two_ways_seriousness_of_choice.score,0.1410798266938081,3.2262666076205215e-5,***
aesthetics.poetics.a1_imagery.score,dekker.5_three_parts_misery_redemption_gratitude.score,0.14099960158505398,3.260139676153358e-5,***
dekker.5_three_parts_misery_redemption_gratitude.score,aesthetics.poetics.a1_imagery.score,0.14099960158505398,3.260139676153358e-5,***
aesthetics.poetics.a2_carefulness_and_precision.score,dekker.4_interwoveness_exposition_application.score,0.14087325020980015,3.314173167142627e-5,***
dekker.4_interwoveness_exposition_application.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.14087325020980015,3.314173167142627e-5,***
kolb.reflective_observation.score,transactional.parent.nurturing_NP.score,0.14002847470037458,3.697857262716911e-5,***
transactional.parent.nurturing_NP.score,kolb.reflective_observation.score,0.14002847470037458,3.697857262716911e-5,***
kolb.integrality.balance_between_phases.score,transactional.parent.freedom_CP.score,0.13868284288488564,4.397162731568348e-5,***
transactional.parent.freedom_CP.score,kolb.integrality.balance_between_phases.score,0.13868284288488564,4.397162731568348e-5,***
kolb.reflective_observation.score,narrative.coherentie.score,0.13848219459280836,4.511596217580716e-5,***
narrative.coherentie.score,kolb.reflective_observation.score,0.13848219459280836,4.511596217580716e-5,***
dekker.5_three_parts_misery_redemption_gratitude.score,transactional.parent.freedom_CP.score,-0.13848056539838122,4.512536814410682e-5,***
transactional.parent.freedom_CP.score,dekker.5_three_parts_misery_redemption_gratitude.score,-0.13848056539838122,4.512536814410682e-5,***
aristoteles.pathos.score,transactional.child.free_FC.score,0.13809473491389337,4.740596706727842e-5,***
transactional.child.free_FC.score,aristoteles.pathos.score,0.13809473491389337,4.740596706727842e-5,***
dekker.2_exegesis_original_context.score,kolb.integrality.holistic_learning.score,0.1380239092350786,4.7836287631327746e-5,***
kolb.integrality.holistic_learning.score,dekker.2_exegesis_original_context.score,0.1380239092350786,4.7836287631327746e-5,***
aesthetics.dramaturgy.b1_narrative_arc.score,metaphor.coherentie.score,0.1379166916463667,4.849475774584094e-5,***
metaphor.coherentie.score,aesthetics.dramaturgy.b1_narrative_arc.score,0.1379166916463667,4.849475774584094e-5,***
aristoteles.pathos.score,kolb.integrality.cycle_completeness.score,0.13765518950788747,5.0136914660561066e-5,***
kolb.integrality.cycle_completeness.score,aristoteles.pathos.score,0.13765518950788747,5.0136914660561066e-5,***
aristoteles.orthopathy_pathos.score,transactional.child.free_FC.score,0.13687973022060607,5.532145985318811e-5,***
transactional.child.free_FC.score,aristoteles.orthopathy_pathos.score,0.13687973022060607,5.532145985318811e-5,***
dekker.2_exegesis_original_context.score,schulz.self_revelation.score,-0.1367263139411428,5.640551466327528e-5,***
schulz.self_revelation.score,dekker.2_exegesis_original_context.score,-0.1367263139411428,5.640551466327528e-5,***
aesthetics.poetics.a1_imagery.score,aristoteles.ethos.score,0.13661235928549742,5.7223697802822094e-5,***
aristoteles.ethos.score,aesthetics.poetics.a1_imagery.score,0.13661235928549742,5.7223697802822094e-5,***
aristoteles.orthopraxy_ethos.score,transactional.child.free_FC.score,0.1363708828520069,5.89947060358322e-5,***
transactional.child.free_FC.score,aristoteles.orthopraxy_ethos.score,0.1363708828520069,5.89947060358322e-5,***
dekker.4_interwoveness_exposition_application.score,kolb.abstract_conceptualization.score,0.13573010873471988,6.394873264135529e-5,***
kolb.abstract_conceptualization.score,dekker.4_interwoveness_exposition_application.score,0.13573010873471988,6.394873264135529e-5,***
aesthetics.dramaturgy.b1_narrative_arc.score,dekker.2_exegesis_original_context.score,0.1355781061197367,6.518029050111085e-5,***
dekker.2_exegesis_original_context.score,aesthetics.dramaturgy.b1_narrative_arc.score,0.1355781061197367,6.518029050111085e-5,***
dekker.1_specific_bible_passage.score,kolb.abstract_conceptualization.score,0.13520404457435325,6.830713209482509e-5,***
kolb.abstract_conceptualization.score,dekker.1_specific_bible_passage.score,0.13520404457435325,6.830713209482509e-5,***
aesthetics.poetics.a1_imagery.score,narrative.coherentie.score,0.13369926372076696,8.237525948544547e-5,***
narrative.coherentie.score,aesthetics.poetics.a1_imagery.score,0.13369926372076696,8.237525948544547e-5,***
dekker.7_christocentric_grace.score,schulz.relational_aspect.score,0.13366288526145717,8.274703380551867e-5,***
schulz.relational_aspect.score,dekker.7_christocentric_grace.score,0.13366288526145717,8.274703380551867e-5,***
dekker.1_specific_bible_passage.score,narrative.coherentie.score,0.13245008966603908,9.608715089273275e-5,***
narrative.coherentie.score,dekker.1_specific_bible_passage.score,0.13245008966603908,9.608715089273275e-5,***
kolb.reflective_observation.score,schulz.self_revelation.score,0.13241522409315007,9.649910074346038e-5,***
schulz.self_revelation.score,kolb.reflective_observation.score,0.13241522409315007,9.649910074346038e-5,***
aristoteles.logos.score,transactional.parent.nurturing_NP.score,0.1318671561580379,1.0319752121766233e-4,***
transactional.parent.nurturing_NP.score,aristoteles.logos.score,0.1318671561580379,1.0319752121766233e-4,***
aristoteles.logos.score,schulz.relational_aspect.score,-0.13136331723241088,1.097396963085248e-4,***
schulz.relational_aspect.score,aristoteles.logos.score,-0.13136331723241088,1.097396963085248e-4,***
aesthetics.poetics.a2_carefulness_and_precision.score,dekker.1_specific_bible_passage.score,0.1313019971703152,1.1056206118321004e-4,***
dekker.1_specific_bible_passage.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.1313019971703152,1.1056206118321004e-4,***
kolb.integrality.cycle_completeness.score,schulz.relational_aspect.score,0.13094312498849162,1.1549246840808784e-4,***
schulz.relational_aspect.score,kolb.integrality.cycle_completeness.score,0.13094312498849162,1.1549246840808784e-4,***
aristoteles.ethos.score,schulz.appeal_aspect.score,0.1308356693830934,1.1700856572432398e-4,***
schulz.appeal_aspect.score,aristoteles.ethos.score,0.1308356693830934,1.1700856572432398e-4,***
aesthetics.dramaturgy.b2_integration_text_and_context.score,dekker.8_depth_and_length.score,0.13046447833126543,1.2239111217380842e-4,***
dekker.8_depth_and_length.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,0.13046447833126543,1.2239111217380842e-4,***
kolb.integrality.cycle_completeness.score,schulz.factual_content.score,0.130076930930807,1.2825896384699095e-4,***
schulz.factual_content.score,kolb.integrality.cycle_completeness.score,0.130076930930807,1.2825896384699095e-4,***
kolb.active_experimentation.score,kolb.reflective_observation.score,0.12987717590907055,1.3138584645623903e-4,***
kolb.reflective_observation.score,kolb.active_experimentation.score,0.12987717590907055,1.3138584645623903e-4,***
aristoteles.orthopraxy_ethos.score,kolb.integrality.balance_between_phases.score,0.12981490098520337,1.3237524292214389e-4,***
kolb.integrality.balance_between_phases.score,aristoteles.orthopraxy_ethos.score,0.12981490098520337,1.3237524292214389e-4,***
kolb.integrality.holistic_learning.score,transactional.parent.freedom_CP.score,0.1286050330277128,1.530447957983322e-4,***
transactional.parent.freedom_CP.score,kolb.integrality.holistic_learning.score,0.1286050330277128,1.530447957983322e-4,***
dekker.8_depth_and_length.score,transactional.adult.score,0.1281907266276985,1.6079427087175042e-4,***
transactional.adult.score,dekker.8_depth_and_length.score,0.1281907266276985,1.6079427087175042e-4,***
dekker.7_christocentric_grace.score,kolb.integrality.cycle_completeness.score,0.12794065932073068,1.6564852509863085e-4,***
kolb.integrality.cycle_completeness.score,dekker.7_christocentric_grace.score,0.12794065932073068,1.6564852509863085e-4,***
aristoteles.orthopathy_pathos.score,dekker.5_three_parts_misery_redemption_gratitude.score,0.12772799351821815,1.698847024184734e-4,***
dekker.5_three_parts_misery_redemption_gratitude.score,aristoteles.orthopathy_pathos.score,0.12772799351821815,1.698847024184734e-4,***
dekker.6_two_ways_seriousness_of_choice.score,kolb.integrality.cycle_completeness.score,0.12604192922453988,2.072545758956451e-4,***
kolb.integrality.cycle_completeness.score,dekker.6_two_ways_seriousness_of_choice.score,0.12604192922453988,2.072545758956451e-4,***
aristoteles.orthopathy_pathos.score,metaphor.coherentie.score,-0.12523180757371605,2.2783326632800892e-4,***
metaphor.coherentie.score,aristoteles.orthopathy_pathos.score,-0.12523180757371605,2.2783326632800892e-4,***
dekker.3_application_concrete_contemporary.score,transactional.parent.nurturing_NP.score,0.12458148012300702,2.4572207799882287e-4,***
transactional.parent.nurturing_NP.score,dekker.3_application_concrete_contemporary.score,0.12458148012300702,2.4572207799882287e-4,***
aristoteles.pathos.score,metaphor.coherentie.score,-0.12426410205287988,2.5492220043166544e-4,***
metaphor.coherentie.score,aristoteles.pathos.score,-0.12426410205287988,2.5492220043166544e-4,***
aesthetics.poetics.a1_imagery.score,schulz.relational_aspect.score,0.12331050112356462,2.845423932613848e-4,***
schulz.relational_aspect.score,aesthetics.poetics.a1_imagery.score,0.12331050112356462,2.845423932613848e-4,***
dekker.6_two_ways_seriousness_of_choice.score,transactional.adult.score,-0.12297093804138613,2.958454035452334e-4,***
transactional.adult.score,dekker.6_two_ways_seriousness_of_choice.score,-0.12297093804138613,2.958454035452334e-4,***
aristoteles.logos.score,kolb.integrality.cycle_completeness.score,0.12248346577193202,3.12807514365133e-4,***
kolb.integrality.cycle_completeness.score,aristoteles.logos.score,0.12248346577193202,3.12807514365133e-4,***
narrative.coherentie.score,transactional.child.freedom_AC.score,0.12236383504013147,3.1710689858039856e-4,***
transactional.child.freedom_AC.score,narrative.coherentie.score,0.12236383504013147,3.1710689858039856e-4,***
kolb.integrality.holistic_learning.score,transactional.child.freedom_AC.score,0.12230048518303528,3.194059181499813e-4,***
transactional.child.freedom_AC.score,kolb.integrality.holistic_learning.score,0.12230048518303528,3.194059181499813e-4,***
schulz.self_revelation.score,transactional.parent.nurturing_NP.score,0.12166135134612498,3.4348805847976934e-4,***
transactional.parent.nurturing_NP.score,schulz.self_revelation.score,0.12166135134612498,3.4348805847976934e-4,***
aesthetics.dramaturgy.b2_integration_text_and_context.score,aristoteles.orthodoxy_logos.score,0.12133112917177838,3.5658500717590183e-4,***
aristoteles.orthodoxy_logos.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,0.12133112917177838,3.5658500717590183e-4,***
dekker.8_depth_and_length.score,kolb.concrete_experience.score,0.1212488350747659,3.599206762137033e-4,***
kolb.concrete_experience.score,dekker.8_depth_and_length.score,0.1212488350747659,3.599206762137033e-4,***
aesthetics.dramaturgy.b1_narrative_arc.score,aristoteles.orthodoxy_logos.score,0.12111471931163388,3.6541934168586343e-4,***
aristoteles.orthodoxy_logos.score,aesthetics.dramaturgy.b1_narrative_arc.score,0.12111471931163388,3.6541934168586343e-4,***
aristoteles.ethos.score,transactional.parent.freedom_CP.score,0.1201669485185879,4.065699022141136e-4,***
transactional.parent.freedom_CP.score,aristoteles.ethos.score,0.1201669485185879,4.065699022141136e-4,***
dekker.5_three_parts_misery_redemption_gratitude.score,schulz.relational_aspect.score,0.11952763441495799,4.367258412498076e-4,***
schulz.relational_aspect.score,dekker.5_three_parts_misery_redemption_gratitude.score,0.11952763441495799,4.367258412498076e-4,***
dekker.8_depth_and_length.score,schulz.relational_aspect.score,0.11887902670606805,4.694401987920726e-4,***
schulz.relational_aspect.score,dekker.8_depth_and_length.score,0.11887902670606805,4.694401987920726e-4,***
aristoteles.ethos.score,transactional.adult.score,0.1187365015229353,4.769282624071863e-4,***
transactional.adult.score,aristoteles.ethos.score,0.1187365015229353,4.769282624071863e-4,***
dekker.3_application_concrete_contemporary.score,schulz.relational_aspect.score,0.11786002232078076,5.25477151302874e-4,***
schulz.relational_aspect.score,dekker.3_application_concrete_contemporary.score,0.11786002232078076,5.25477151302874e-4,***
kolb.abstract_conceptualization.score,kolb.integrality.cycle_completeness.score,0.11778932192518116,5.295872712722162e-4,***
kolb.integrality.cycle_completeness.score,kolb.abstract_conceptualization.score,0.11778932192518116,5.295872712722162e-4,***
aesthetics.dramaturgy.b3_openness_vs_closedness.score,aristoteles.orthodoxy_logos.score,0.11742640768094682,5.511598611535965e-4,***
aristoteles.orthodoxy_logos.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.11742640768094682,5.511598611535965e-4,***
aesthetics.dramaturgy.b3_openness_vs_closedness.score,dekker.2_exegesis_original_context.score,0.11676975327627098,5.922833310030188e-4,***
dekker.2_exegesis_original_context.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.11676975327627098,5.922833310030188e-4,***
dekker.4_interwoveness_exposition_application.score,kolb.concrete_experience.score,0.11601883325009577,6.427968489803338e-4,***
kolb.concrete_experience.score,dekker.4_interwoveness_exposition_application.score,0.11601883325009577,6.427968489803338e-4,***
dekker.8_depth_and_length.score,metaphor.coherentie.score,0.1149303109430973,7.231542950393284e-4,***
metaphor.coherentie.score,dekker.8_depth_and_length.score,0.1149303109430973,7.231542950393284e-4,***
aesthetics.poetics.a2_carefulness_and_precision.score,kolb.integrality.cycle_completeness.score,0.11437777268394066,7.67418943930559e-4,***
kolb.integrality.cycle_completeness.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.11437777268394066,7.67418943930559e-4,***
aesthetics.dramaturgy.b3_openness_vs_closedness.score,kolb.integrality.cycle_completeness.score,0.11405595408018761,7.943443308761159e-4,***
kolb.integrality.cycle_completeness.score,aesthetics.dramaturgy.b3_openness_vs_closedness.score,0.11405595408018761,7.943443308761159e-4,***
aesthetics.poetics.a1_imagery.score,schulz.appeal_aspect.score,0.11379541234492781,8.16781200610016e-4,***
schulz.appeal_aspect.score,aesthetics.poetics.a1_imagery.score,0.11379541234492781,8.16781200610016e-4,***
dekker.4_interwoveness_exposition_application.score,metaphor.coherentie.score,0.11252507068716411,9.348292736593416e-4,***
metaphor.coherentie.score,dekker.4_interwoveness_exposition_application.score,0.11252507068716411,9.348292736593416e-4,***
aesthetics.dramaturgy.b2_integration_text_and_context.score,aristoteles.pathos.score,0.1118992446824477,9.986142483231172e-4,***
aristoteles.pathos.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,0.1118992446824477,9.986142483231172e-4,***
aesthetics.poetics.a2_carefulness_and_precision.score,aristoteles.orthopraxy_ethos.score,0.11188654096332594,9.99949719643334e-4,***
aristoteles.orthopraxy_ethos.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.11188654096332594,9.99949719643334e-4,***
aristoteles.orthodoxy_logos.score,aristoteles.orthopraxy_ethos.score,-0.11096016949099309,0.0011019034206129945,**
aristoteles.orthopraxy_ethos.score,aristoteles.orthodoxy_logos.score,-0.11096016949099309,0.0011019034206129945,**
dekker.4_interwoveness_exposition_application.score,transactional.adult.score,0.11095458177239276,0.0011025465064642527,**
transactional.adult.score,dekker.4_interwoveness_exposition_application.score,0.11095458177239276,0.0011025465064642527,**
aesthetics.poetics.a2_carefulness_and_precision.score,schulz.self_revelation.score,0.11055779343682368,0.0011491084634795508,**
schulz.self_revelation.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.11055779343682368,0.0011491084634795508,**
kolb.integrality.holistic_learning.score,schulz.appeal_aspect.score,0.10923952388466207,0.0013171432520800723,**
schulz.appeal_aspect.score,kolb.integrality.holistic_learning.score,0.10923952388466207,0.0013171432520800723,**
aristoteles.ethos.score,transactional.child.freedom_AC.score,0.10899811739979763,0.001350264145828903,**
transactional.child.freedom_AC.score,aristoteles.ethos.score,0.10899811739979763,0.001350264145828903,**
schulz.factual_content.score,transactional.parent.freedom_CP.score,0.10844142416906298,0.001429586537361933,**
transactional.parent.freedom_CP.score,schulz.factual_content.score,0.10844142416906298,0.001429586537361933,**
dekker.4_interwoveness_exposition_application.score,dekker.7_christocentric_grace.score,0.10781697714946589,0.0015236520033340588,**
dekker.7_christocentric_grace.score,dekker.4_interwoveness_exposition_application.score,0.10781697714946589,0.0015236520033340588,**
dekker.8_depth_and_length.score,kolb.integrality.balance_between_phases.score,0.10747406330974944,0.0015776968242363749,**
kolb.integrality.balance_between_phases.score,dekker.8_depth_and_length.score,0.10747406330974944,0.0015776968242363749,**
dekker.1_specific_bible_passage.score,transactional.child.freedom_AC.score,0.10677517869635819,0.0016933381366838014,**
transactional.child.freedom_AC.score,dekker.1_specific_bible_passage.score,0.10677517869635819,0.0016933381366838014,**
kolb.integrality.cycle_completeness.score,metaphor.coherentie.score,0.10636793745305542,0.0017642612523989724,**
metaphor.coherentie.score,kolb.integrality.cycle_completeness.score,0.10636793745305542,0.0017642612523989724,**
dekker.1_specific_bible_passage.score,kolb.concrete_experience.score,0.10567408351993213,0.0018914072623929857,**
kolb.concrete_experience.score,dekker.1_specific_bible_passage.score,0.10567408351993213,0.0018914072623929857,**
dekker.8_depth_and_length.score,narrative.coherentie.score,0.1055089664570952,0.001922876697993084,**
narrative.coherentie.score,dekker.8_depth_and_length.score,0.1055089664570952,0.001922876697993084,**
kolb.concrete_experience.score,transactional.child.free_FC.score,0.10532112703616187,0.0019592598916090237,**
transactional.child.free_FC.score,kolb.concrete_experience.score,0.10532112703616187,0.0019592598916090237,**
aristoteles.orthodoxy_logos.score,schulz.relational_aspect.score,-0.10478086314540211,0.0020674505174813106,**
schulz.relational_aspect.score,aristoteles.orthodoxy_logos.score,-0.10478086314540211,0.0020674505174813106,**
kolb.integrality.balance_between_phases.score,schulz.factual_content.score,0.1044874666707138,0.0021284710664686846,**
schulz.factual_content.score,kolb.integrality.balance_between_phases.score,0.1044874666707138,0.0021284710664686846,**
aristoteles.orthopathy_pathos.score,kolb.integrality.cycle_completeness.score,0.1043706009078824,0.002153232581738335,**
kolb.integrality.cycle_completeness.score,aristoteles.orthopathy_pathos.score,0.1043706009078824,0.002153232581738335,**
aesthetics.poetics.a3_musicality_and_rhythm.score,kolb.concrete_experience.score,0.10408295527267249,0.0022153060558183033,**
kolb.concrete_experience.score,aesthetics.poetics.a3_musicality_and_rhythm.score,0.10408295527267249,0.0022153060558183033,**
dekker.1_specific_bible_passage.score,dekker.6_two_ways_seriousness_of_choice.score,0.10159022517275568,0.0028258530706196496,**
dekker.6_two_ways_seriousness_of_choice.score,dekker.1_specific_bible_passage.score,0.10159022517275568,0.0028258530706196496,**
aesthetics.dramaturgy.b2_integration_text_and_context.score,kolb.abstract_conceptualization.score,0.10118221228783737,0.002939278720318613,**
kolb.abstract_conceptualization.score,aesthetics.dramaturgy.b2_integration_text_and_context.score,0.10118221228783737,0.002939278720318613,**
dekker.2_exegesis_original_context.score,dekker.6_two_ways_seriousness_of_choice.score,0.1011782399075403,0.0029404031245767277,**
dekker.6_two_ways_seriousness_of_choice.score,dekker.2_exegesis_original_context.score,0.1011782399075403,0.0029404031245767277,**
dekker.4_interwoveness_exposition_application.score,narrative.coherentie.score,0.10100901063265817,0.0029886698740080914,**
narrative.coherentie.score,dekker.4_interwoveness_exposition_application.score,0.10100901063265817,0.0029886698740080914,**
aesthetics.poetics.a1_imagery.score,dekker.6_two_ways_seriousness_of_choice.score,0.10084520399449802,0.003036076166362898,**
dekker.6_two_ways_seriousness_of_choice.score,aesthetics.poetics.a1_imagery.score,0.10084520399449802,0.003036076166362898,**
aesthetics.poetics.a2_carefulness_and_precision.score,transactional.child.free_FC.score,0.10020931081995191,0.0032266643704840885,**
transactional.child.free_FC.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.10020931081995191,0.0032266643704840885,**
aesthetics.poetics.a2_carefulness_and_precision.score,aristoteles.pathos.score,-0.10006203878707279,0.003272328400115163,**
aristoteles.pathos.score,aesthetics.poetics.a2_carefulness_and_precision.score,-0.10006203878707279,0.003272328400115163,**
aristoteles.ethos.score,transactional.child.free_FC.score,0.09984677619790562,0.003340131770488184,**
transactional.child.free_FC.score,aristoteles.ethos.score,0.09984677619790562,0.003340131770488184,**
aesthetics.poetics.a2_carefulness_and_precision.score,dekker.6_two_ways_seriousness_of_choice.score,0.09983579717915399,0.0033436239295226338,**
dekker.6_two_ways_seriousness_of_choice.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.09983579717915399,0.0033436239295226338,**
kolb.integrality.balance_between_phases.score,narrative.coherentie.score,0.09943737031881512,0.003472621705674422,**
narrative.coherentie.score,kolb.integrality.balance_between_phases.score,0.09943737031881512,0.003472621705674422,**
schulz.factual_content.score,schulz.relational_aspect.score,-0.09941611350580855,0.0034796293720462668,**
schulz.relational_aspect.score,schulz.factual_content.score,-0.09941611350580855,0.0034796293720462668,**
aesthetics.poetics.a2_carefulness_and_precision.score,dekker.2_exegesis_original_context.score,0.09892672762457991,0.0036445580280247756,**
dekker.2_exegesis_original_context.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.09892672762457991,0.0036445580280247756,**
dekker.7_christocentric_grace.score,transactional.child.free_FC.score,-0.09848538392139675,0.0037993478236235294,**
transactional.child.free_FC.score,dekker.7_christocentric_grace.score,-0.09848538392139675,0.0037993478236235294,**
aristoteles.orthopraxy_ethos.score,aristoteles.pathos.score,0.09789346876069142,0.004016307993441378,**
aristoteles.pathos.score,aristoteles.orthopraxy_ethos.score,0.09789346876069142,0.004016307993441378,**
aesthetics.poetics.a1_imagery.score,transactional.parent.nurturing_NP.score,0.0977865818649055,0.0040566623932215,**
transactional.parent.nurturing_NP.score,aesthetics.poetics.a1_imagery.score,0.0977865818649055,0.0040566623932215,**
aristoteles.orthopraxy_ethos.score,dekker.5_three_parts_misery_redemption_gratitude.score,0.09768749507097828,0.004094399702218006,**
dekker.5_three_parts_misery_redemption_gratitude.score,aristoteles.orthopraxy_ethos.score,0.09768749507097828,0.004094399702218006,**
aesthetics.poetics.a1_imagery.score,schulz.factual_content.score,0.09754701241905743,0.004148447843219479,**
schulz.factual_content.score,aesthetics.poetics.a1_imagery.score,0.09754701241905743,0.004148447843219479,**
dekker.1_specific_bible_passage.score,transactional.parent.freedom_CP.score,0.09730045189537917,0.004244872043553427,**
transactional.parent.freedom_CP.score,dekker.1_specific_bible_passage.score,0.09730045189537917,0.004244872043553427,**
aesthetics.poetics.a3_musicality_and_rhythm.score,metaphor.coherentie.score,-0.0960593921040221,0.004761733321639918,**
metaphor.coherentie.score,aesthetics.poetics.a3_musicality_and_rhythm.score,-0.0960593921040221,0.004761733321639918,**
dekker.5_three_parts_misery_redemption_gratitude.score,schulz.self_revelation.score,0.09580715868137059,0.004873487874458986,**
schulz.self_revelation.score,dekker.5_three_parts_misery_redemption_gratitude.score,0.09580715868137059,0.004873487874458986,**
aesthetics.poetics.a2_carefulness_and_precision.score,kolb.integrality.holistic_learning.score,0.09471419075318863,0.005385607349357294,**
kolb.integrality.holistic_learning.score,aesthetics.poetics.a2_carefulness_and_precision.score,0.09471419075318863,0.005385607349357294,**
kolb.active_experimentation.score,metaphor.coherentie.score,0.09416355890026748,0.0056615621202907185,**
